8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
8,64,5000,4250,1,1
